Zona,Latitud,Longitud,Anio,Mes,Temp_Max,Temp_Min,Precipitacion,Humedad,RadiacionSolar
SIXAOLA,9.5,-82.85,2019,8,26.42,18.14,9.31,89.9,14.78
SIXAOLA,9.5,-82.85,2019,9,27.15,16.22,8.67,89.56,15.39
SIXAOLA,9.5,-82.85,2019,10,26.34,17.95,12.54,92.09,16.61
SIXAOLA,9.5,-82.85,2019,11,25.8,16.0,12.27,90.2,12.93
SIXAOLA,9.5,-82.85,2019,12,25.23,16.86,8.61,91.46,12.67
SIXAOLA,9.5,-82.85,2020,1,25.04,17.15,6.6,90.56,14.53
SIXAOLA,9.5,-82.85,2020,2,25.98,15.76,3.38,88.34,17.39
SIXAOLA,9.5,-82.85,2020,3,26.17,16.44,1.2,84.73,20.35
SIXAOLA,9.5,-82.85,2020,4,27.11,16.65,7.57,84.54,16.57
SIXAOLA,9.5,-82.85,2020,5,27.86,18.24,8.22,89.0,15.83
SIXAOLA,9.5,-82.85,2020,6,26.24,16.32,13.66,90.33,14.47
SIXAOLA,9.5,-82.85,2020,7,26.17,15.74,7.26,89.86,15.81
SIXAOLA,9.5,-82.85,2020,8,27.58,16.64,9.36,89.81,15.45
SIXAOLA,9.5,-82.85,2020,9,26.74,17.07,9.51,87.29,18.03
SIXAOLA,9.5,-82.85,2020,10,26.54,17.75,13.99,90.92,16.94
SIXAOLA,9.5,-82.85,2020,11,26.41,17.12,17.15,91.48,14.75
SIXAOLA,9.5,-82.85,2020,12,24.68,15.39,12.64,90.7,14.55
SIXAOLA,9.5,-82.85,2021,1,24.61,15.53,4.89,89.83,15.36
SIXAOLA,9.5,-82.85,2021,2,26.0,16.12,2.81,88.04,17.44
SIXAOLA,9.5,-82.85,2021,3,26.0,14.75,7.57,86.19,17.59
SIXAOLA,9.5,-82.85,2021,4,26.68,16.93,10.27,88.74,16.06
SIXAOLA,9.5,-82.85,2021,5,27.29,17.27,13.2,91.4,14.76
SIXAOLA,9.5,-82.85,2021,6,26.24,16.95,9.48,89.67,16.0
SIXAOLA,9.5,-82.85,2021,7,26.06,16.96,10.94,90.96,13.8
SIXAOLA,9.5,-82.85,2021,8,25.89,17.63,11.43,90.25,15.62
SIXAOLA,9.5,-82.85,2021,9,26.88,17.87,7.73,88.49,16.35
SIXAOLA,9.5,-82.85,2021,10,26.51,17.87,8.4,89.91,17.02
SIXAOLA,9.5,-82.85,2021,11,26.39,16.61,6.67,89.25,14.07
SIXAOLA,9.5,-82.85,2021,12,25.26,16.97,6.25,91.33,14.1
SIXAOLA,9.5,-82.85,2022,1,24.78,16.21,1.77,87.77,17.97
SIXAOLA,9.5,-82.85,2022,2,24.52,14.52,2.42,85.93,17.93
SIXAOLA,9.5,-82.85,2022,3,27.41,15.25,5.53,85.08,18.49
SIXAOLA,9.5,-82.85,2022,4,27.07,17.41,11.24,87.58,16.28
SIXAOLA,9.5,-82.85,2022,5,27.11,17.79,7.82,90.19,17.02
SIXAOLA,9.5,-82.85,2022,6,26.62,17.03,15.52,92.19,15.04
SIXAOLA,9.5,-82.85,2022,7,25.55,17.53,9.62,91.56,14.58
SIXAOLA,9.5,-82.85,2022,8,26.4,16.03,9.87,89.12,17.53
SIXAOLA,9.5,-82.85,2022,9,26.08,18.12,11.96,90.08,16.83
SIXAOLA,9.5,-82.85,2022,10,26.35,17.89,8.86,89.94,15.79
SIXAOLA,9.5,-82.85,2022,11,26.41,16.39,11.66,92.49,12.79
SIXAOLA,9.5,-82.85,2022,12,24.66,15.98,4.91,90.04,13.96
SIXAOLA,9.5,-82.85,2023,1,24.28,16.28,3.82,89.65,16.18
SIXAOLA,9.5,-82.85,2023,2,25.02,15.16,4.56,88.0,17.34
SIXAOLA,9.5,-82.85,2023,3,26.19,16.38,4.52,87.58,18.07
SIXAOLA,9.5,-82.85,2023,4,27.9,16.16,4.33,85.41,19.74
SIXAOLA,9.5,-82.85,2023,5,27.84,17.5,6.48,86.16,18.96
SIXAOLA,9.5,-82.85,2023,6,27.0,17.31,10.32,89.75,16.67
SIXAOLA,9.5,-82.85,2023,7,27.06,17.43,12.6,90.74,14.82
SIXAOLA,9.5,-82.85,2023,8,27.94,18.65,8.42,89.83,15.91
SIXAOLA,9.5,-82.85,2023,9,27.57,17.68,6.25,86.89,16.62
SIXAOLA,9.5,-82.85,2023,10,26.62,18.06,13.65,91.46,16.0
SIXAOLA,9.5,-82.85,2023,11,26.93,17.77,13.44,92.95,13.58
SIXAOLA,9.5,-82.85,2023,12,26.12,17.63,6.82,91.01,14.56
SIXAOLA,9.5,-82.85,2024,1,26.06,17.33,1.63,89.31,16.3
SIXAOLA,9.5,-82.85,2024,2,26.96,15.88,5.39,87.58,16.37
SIXAOLA,9.5,-82.85,2024,3,29.01,16.28,2.73,84.38,19.72
SIXAOLA,9.5,-82.85,2024,4,28.31,16.31,7.83,85.52,18.08
SIXAOLA,9.5,-82.85,2024,5,28.09,19.15,13.22,88.77,17.52
SIXAOLA,9.5,-82.85,2024,6,27.3,18.8,26.84,91.79,16.05
SIXAOLA,9.5,-82.85,2024,7,26.72,18.23,15.94,91.98,13.74
SIXAOLA,9.5,-82.85,2024,8,26.95,18.49,7.38,88.59,15.77
SIXAOLA,9.5,-82.85,2024,9,27.68,19.28,12.35,89.07,15.22
SIXAOLA,9.5,-82.85,2024,10,27.32,18.07,12.87,91.94,15.78
SIXAOLA,9.5,-82.85,2024,11,25.75,17.89,28.57,92.66,15.1
SIXAOLA,9.5,-82.85,2024,12,25.24,16.99,11.1,92.4,12.03
SIXAOLA,9.5,-82.85,2025,1,24.99,16.64,5.63,90.75,14.19
SIXAOLA,9.5,-82.85,2025,2,26.42,17.27,3.5,88.59,15.98
SIXAOLA,9.5,-82.85,2025,3,26.8,16.92,3.96,86.01,18.66
SIXAOLA,9.5,-82.85,2025,4,27.02,17.45,9.74,87.91,14.83
SIXAOLA,9.5,-82.85,2025,5,26.96,17.13,11.47,91.85,15.55
SIXAOLA,9.5,-82.85,2025,6,27.29,18.37,13.22,91.69,14.14
SIXAOLA,9.5,-82.85,2025,7,25.98,18.11,8.34,90.79,13.54
SIXAOLA,9.5,-82.85,2025,8,26.5,16.78,5.53,89.16,16.48
SIXAOLA,9.5,-82.85,2025,9,27.4,17.9,8.54,89.52,15.13
SIXAOLA,9.5,-82.85,2025,10,25.78,17.79,10.79,91.11,15.04
SIXAOLA,9.5,-82.85,2025,11,26.0,15.98,9.0,92.01,12.07
TALAMANCA,9.58,-82.95,2019,1,25.53,16.01,1.05,87.23,17.12
TALAMANCA,9.58,-82.95,2019,2,27.66,15.89,2.14,82.71,17.99
TALAMANCA,9.58,-82.95,2019,3,26.46,16.58,6.73,84.84,16.42
TALAMANCA,9.58,-82.95,2019,4,28.32,17.28,7.03,85.12,16.36
TALAMANCA,9.58,-82.95,2019,5,27.38,18.77,14.66,91.4,15.57
TALAMANCA,9.58,-82.95,2019,6,26.91,18.5,10.13,90.79,15.18
TALAMANCA,9.58,-82.95,2019,7,26.53,17.5,7.56,90.52,14.52
TALAMANCA,9.58,-82.95,2019,8,26.42,18.14,9.31,89.9,14.78
TALAMANCA,9.58,-82.95,2019,9,27.15,16.22,8.67,89.56,15.39
TALAMANCA,9.58,-82.95,2019,10,26.34,17.95,12.54,92.09,16.61
TALAMANCA,9.58,-82.95,2019,11,25.8,16.0,12.27,90.2,12.93
TALAMANCA,9.58,-82.95,2019,12,25.23,16.86,8.61,91.46,12.67
TALAMANCA,9.58,-82.95,2020,1,25.04,17.15,6.6,90.56,14.53
TALAMANCA,9.58,-82.95,2020,2,25.98,15.76,3.38,88.34,17.39
TALAMANCA,9.58,-82.95,2020,3,26.17,16.44,1.2,84.73,20.35
TALAMANCA,9.58,-82.95,2020,4,27.11,16.65,7.57,84.54,16.57
TALAMANCA,9.58,-82.95,2020,5,27.86,18.24,8.22,89.0,15.83
TALAMANCA,9.58,-82.95,2020,6,26.24,16.32,13.66,90.33,14.47
TALAMANCA,9.58,-82.95,2020,7,26.17,15.74,7.26,89.86,15.81
TALAMANCA,9.58,-82.95,2020,8,27.58,16.64,9.36,89.81,15.45
TALAMANCA,9.58,-82.95,2020,9,26.74,17.07,9.51,87.29,18.03
TALAMANCA,9.58,-82.95,2020,10,26.54,17.75,13.99,90.92,16.94
TALAMANCA,9.58,-82.95,2020,11,26.41,17.12,17.15,91.48,14.75
TALAMANCA,9.58,-82.95,2020,12,24.68,15.39,12.64,90.7,14.55
TALAMANCA,9.58,-82.95,2021,1,24.61,15.53,4.89,89.83,15.36
TALAMANCA,9.58,-82.95,2021,2,26.0,16.12,2.81,88.04,17.44
TALAMANCA,9.58,-82.95,2021,3,26.0,14.75,7.57,86.19,17.59
TALAMANCA,9.58,-82.95,2021,4,26.68,16.93,10.27,88.74,16.06
TALAMANCA,9.58,-82.95,2021,5,27.29,17.27,13.2,91.4,14.76
TALAMANCA,9.58,-82.95,2021,6,26.24,16.95,9.48,89.67,16.0
TALAMANCA,9.58,-82.95,2021,7,26.06,16.96,10.94,90.96,13.8
TALAMANCA,9.58,-82.95,2021,8,25.89,17.63,11.43,90.25,15.62
TALAMANCA,9.58,-82.95,2021,9,26.88,17.87,7.73,88.49,16.35
TALAMANCA,9.58,-82.95,2021,10,26.51,17.87,8.4,89.91,17.02
TALAMANCA,9.58,-82.95,2021,11,26.39,16.61,6.67,89.25,14.07
TALAMANCA,9.58,-82.95,2021,12,25.26,16.97,6.25,91.33,14.1
TALAMANCA,9.58,-82.95,2022,1,24.78,16.21,1.77,87.77,17.97
TALAMANCA,9.58,-82.95,2022,2,24.52,14.52,2.42,85.93,17.93
TALAMANCA,9.58,-82.95,2022,3,27.41,15.25,5.53,85.08,18.49
TALAMANCA,9.58,-82.95,2022,4,27.07,17.41,11.24,87.58,16.28
TALAMANCA,9.58,-82.95,2022,5,27.11,17.79,7.82,90.19,17.02
TALAMANCA,9.58,-82.95,2022,6,26.62,17.03,15.52,92.19,15.04
TALAMANCA,9.58,-82.95,2022,7,25.55,17.53,9.62,91.56,14.58
TALAMANCA,9.58,-82.95,2022,8,26.4,16.03,9.87,89.12,17.53
TALAMANCA,9.58,-82.95,2022,9,26.08,18.12,11.96,90.08,16.83
TALAMANCA,9.58,-82.95,2022,10,26.35,17.89,8.86,89.94,15.79
TALAMANCA,9.58,-82.95,2022,11,26.41,16.39,11.66,92.49,12.79
TALAMANCA,9.58,-82.95,2022,12,24.66,15.98,4.91,90.04,13.96
TALAMANCA,9.58,-82.95,2023,1,24.28,16.28,3.82,89.65,16.18
TALAMANCA,9.58,-82.95,2023,2,25.02,15.16,4.56,88.0,17.34
TALAMANCA,9.58,-82.95,2023,3,26.19,16.38,4.52,87.58,18.07
TALAMANCA,9.58,-82.95,2023,4,27.9,16.16,4.33,85.41,19.74
TALAMANCA,9.58,-82.95,2023,5,27.84,17.5,6.48,86.16,18.96
TALAMANCA,9.58,-82.95,2023,6,27.0,17.31,10.32,89.75,16.67
TALAMANCA,9.58,-82.95,2023,7,27.06,17.43,12.6,90.74,14.82
TALAMANCA,9.58,-82.95,2023,8,27.94,18.65,8.42,89.83,15.91
TALAMANCA,9.58,-82.95,2023,9,27.57,17.68,6.25,86.89,16.62
TALAMANCA,9.58,-82.95,2023,10,26.62,18.06,13.65,91.46,16.0
TALAMANCA,9.58,-82.95,2023,11,26.93,17.77,13.44,92.95,13.58
TALAMANCA,9.58,-82.95,2023,12,26.12,17.63,6.82,91.01,14.56
TALAMANCA,9.58,-82.95,2024,1,26.06,17.33,1.63,89.31,16.3
TALAMANCA,9.58,-82.95,2024,2,26.96,15.88,5.39,87.58,16.37
TALAMANCA,9.58,-82.95,2024,3,29.01,16.28,2.73,84.38,19.72
TALAMANCA,9.58,-82.95,2024,4,28.31,16.31,7.83,85.52,18.08
TALAMANCA,9.58,-82.95,2024,5,28.09,19.15,13.22,88.77,17.52
TALAMANCA,9.58,-82.95,2024,6,27.3,18.8,26.84,91.79,16.05
TALAMANCA,9.58,-82.95,2024,7,26.72,18.23,15.94,91.98,13.74
TALAMANCA,9.58,-82.95,2024,8,26.95,18.49,7.38,88.59,15.77
TALAMANCA,9.58,-82.95,2024,9,27.68,19.28,12.35,89.07,15.22
TALAMANCA,9.58,-82.95,2024,10,27.32,18.07,12.87,91.94,15.78
TALAMANCA,9.58,-82.95,2024,11,25.75,17.89,28.57,92.66,15.1
TALAMANCA,9.58,-82.95,2024,12,25.24,16.99,11.1,92.4,12.03
TALAMANCA,9.58,-82.95,2025,1,24.99,16.64,5.63,90.75,14.19
TALAMANCA,9.58,-82.95,2025,2,26.42,17.27,3.5,88.59,15.98
TALAMANCA,9.58,-82.95,2025,3,26.8,16.92,3.96,86.01,18.66
TALAMANCA,9.58,-82.95,2025,4,27.02,17.45,9.74,87.91,14.83
TALAMANCA,9.58,-82.95,2025,5,26.96,17.13,11.47,91.85,15.55
TALAMANCA,9.58,-82.95,2025,6,27.29,18.37,13.22,91.69,14.14
TALAMANCA,9.58,-82.95,2025,7,25.98,18.11,8.34,90.79,13.54
TALAMANCA,9.58,-82.95,2025,8,26.5,16.78,5.53,89.16,16.48
TALAMANCA,9.58,-82.95,2025,9,27.4,17.9,8.54,89.52,15.13
TALAMANCA,9.58,-82.95,2025,10,25.78,17.79,10.79,91.11,15.04
TALAMANCA,9.58,-82.95,2025,11,26.0,15.98,9.0,92.01,12.07
SARAPIQUI,10.4,-83.8,2019,1,29.27,20.37,0.87,83.81,16.72
SARAPIQUI,10.4,-83.8,2019,2,31.46,20.56,1.75,77.55,18.62
SARAPIQUI,10.4,-83.8,2019,3,30.11,20.51,5.55,81.72,18.13
SARAPIQUI,10.4,-83.8,2019,4,32.01,21.53,4.83,80.63,18.83
SARAPIQUI,10.4,-83.8,2019,5,30.24,22.72,15.91,91.33,15.38
SARAPIQUI,10.4,-83.8,2019,6,29.14,22.99,9.29,91.95,15.27
SARAPIQUI,10.4,-83.8,2019,7,28.94,22.73,7.68,91.38,14.8
SARAPIQUI,10.4,-83.8,2019,8,29.16,21.3,8.81,91.7,13.95
SARAPIQUI,10.4,-83.8,2019,9,29.27,21.3,11.35,90.8,16.4
SARAPIQUI,10.4,-83.8,2019,10,28.66,21.53,15.54,91.27,16.12
SARAPIQUI,10.4,-83.8,2019,11,28.44,21.26,11.32,91.2,12.58
SARAPIQUI,10.4,-83.8,2019,12,28.17,21.93,8.15,91.22,11.78
SARAPIQUI,10.4,-83.8,2020,1,27.53,20.87,5.33,89.76,14.61
SARAPIQUI,10.4,-83.8,2020,2,29.14,20.73,3.22,88.09,17.4
SARAPIQUI,10.4,-83.8,2020,3,30.4,21.42,0.88,80.01,20.65
SARAPIQUI,10.4,-83.8,2020,4,31.13,20.9,6.5,81.06,19.32
SARAPIQUI,10.4,-83.8,2020,5,30.67,22.77,8.9,87.5,16.32
SARAPIQUI,10.4,-83.8,2020,6,28.87,21.66,16.9,91.39,14.93
SARAPIQUI,10.4,-83.8,2020,7,28.8,19.62,8.89,90.55,15.92
SARAPIQUI,10.4,-83.8,2020,8,29.5,22.03,10.56,91.19,16.25
SARAPIQUI,10.4,-83.8,2020,9,28.88,19.75,11.54,89.08,18.32
SARAPIQUI,10.4,-83.8,2020,10,28.7,21.66,19.89,91.39,16.07
SARAPIQUI,10.4,-83.8,2020,11,29.36,21.77,27.23,91.81,14.22
SARAPIQUI,10.4,-83.8,2020,12,27.77,20.77,12.35,90.98,14.17
SARAPIQUI,10.4,-83.8,2021,1,27.21,20.64,4.34,89.47,15.37
SARAPIQUI,10.4,-83.8,2021,2,28.15,20.78,2.02,86.52,17.87
SARAPIQUI,10.4,-83.8,2021,3,29.83,19.29,6.48,83.13,19.21
SARAPIQUI,10.4,-83.8,2021,4,29.67,21.59,12.37,88.35,17.0
SARAPIQUI,10.4,-83.8,2021,5,29.15,22.01,14.54,90.81,15.04
SARAPIQUI,10.4,-83.8,2021,6,28.9,21.92,16.44,91.19,17.1
SARAPIQUI,10.4,-83.8,2021,7,28.6,21.65,14.05,91.72,13.98
SARAPIQUI,10.4,-83.8,2021,8,29.0,21.54,17.36,90.63,15.43
SARAPIQUI,10.4,-83.8,2021,9,29.17,21.78,10.68,90.6,16.74
SARAPIQUI,10.4,-83.8,2021,10,29.12,21.64,9.12,89.85,16.7
SARAPIQUI,10.4,-83.8,2021,11,28.6,20.51,4.84,89.71,13.3
SARAPIQUI,10.4,-83.8,2021,12,27.77,21.5,5.41,91.13,14.23
SARAPIQUI,10.4,-83.8,2022,1,27.71,20.0,2.27,86.54,17.15
SARAPIQUI,10.4,-83.8,2022,2,28.94,19.1,2.09,81.14,18.54
SARAPIQUI,10.4,-83.8,2022,3,30.15,20.93,8.67,84.57,19.12
SARAPIQUI,10.4,-83.8,2022,4,30.21,20.86,10.04,87.09,17.57
SARAPIQUI,10.4,-83.8,2022,5,29.36,21.76,11.31,91.26,16.56
SARAPIQUI,10.4,-83.8,2022,6,29.48,21.17,24.5,92.36,16.28
SARAPIQUI,10.4,-83.8,2022,7,28.47,22.38,10.44,92.28,14.28
SARAPIQUI,10.4,-83.8,2022,8,29.12,21.1,7.78,89.77,16.29
SARAPIQUI,10.4,-83.8,2022,9,29.02,21.92,13.07,90.47,17.45
SARAPIQUI,10.4,-83.8,2022,10,28.9,22.0,9.17,90.34,16.28
SARAPIQUI,10.4,-83.8,2022,11,28.72,22.04,19.66,92.4,12.68
SARAPIQUI,10.4,-83.8,2022,12,27.84,21.0,4.11,89.38,15.74
SARAPIQUI,10.4,-83.8,2023,1,27.34,20.86,3.18,88.98,15.61
SARAPIQUI,10.4,-83.8,2023,2,28.19,20.19,3.71,85.27,18.16
SARAPIQUI,10.4,-83.8,2023,3,29.3,21.06,5.77,85.17,18.21
SARAPIQUI,10.4,-83.8,2023,4,32.32,20.87,3.03,79.79,20.88
SARAPIQUI,10.4,-83.8,2023,5,32.3,22.71,8.85,82.11,19.06
SARAPIQUI,10.4,-83.8,2023,6,30.98,22.22,12.78,90.46,17.01
SARAPIQUI,10.4,-83.8,2023,7,29.57,22.34,9.8,92.48,13.43
SARAPIQUI,10.4,-83.8,2023,8,30.79,22.82,8.48,90.75,15.41
SARAPIQUI,10.4,-83.8,2023,9,30.0,22.23,5.71,89.07,17.26
SARAPIQUI,10.4,-83.8,2023,10,29.53,22.85,14.64,91.28,15.53
SARAPIQUI,10.4,-83.8,2023,11,29.68,22.24,11.77,92.67,12.8
SARAPIQUI,10.4,-83.8,2023,12,28.78,21.44,5.88,90.57,13.49
SARAPIQUI,10.4,-83.8,2024,1,28.84,21.5,1.41,88.56,15.57
SARAPIQUI,10.4,-83.8,2024,2,32.02,19.03,5.05,85.16,16.05
SARAPIQUI,10.4,-83.8,2024,3,34.34,21.04,2.21,80.07,19.6
SARAPIQUI,10.4,-83.8,2024,4,33.14,21.79,5.63,81.09,19.7
SARAPIQUI,10.4,-83.8,2024,5,33.08,22.43,34.28,85.94,18.2
SARAPIQUI,10.4,-83.8,2024,6,29.96,23.62,31.16,91.93,16.75
SARAPIQUI,10.4,-83.8,2024,7,29.04,22.79,21.94,93.06,12.37
SARAPIQUI,10.4,-83.8,2024,8,29.72,22.51,7.63,90.3,15.3
SARAPIQUI,10.4,-83.8,2024,9,29.9,22.54,14.38,90.86,15.87
SARAPIQUI,10.4,-83.8,2024,10,29.41,22.81,13.39,91.84,15.44
SARAPIQUI,10.4,-83.8,2024,11,28.65,21.1,37.9,93.29,13.24
SARAPIQUI,10.4,-83.8,2024,12,28.53,21.68,9.82,92.31,11.09
SARAPIQUI,10.4,-83.8,2025,1,27.99,20.68,4.96,90.69,14.05
SARAPIQUI,10.4,-83.8,2025,2,28.41,21.4,2.7,87.85,16.71
SARAPIQUI,10.4,-83.8,2025,3,30.61,21.76,2.03,81.86,19.71
SARAPIQUI,10.4,-83.8,2025,4,30.8,22.01,12.01,86.63,16.22
SARAPIQUI,10.4,-83.8,2025,5,29.53,23.42,12.24,91.71,15.52
SARAPIQUI,10.4,-83.8,2025,6,28.78,22.79,16.79,92.78,13.04
SARAPIQUI,10.4,-83.8,2025,7,28.73,23.03,13.49,92.22,12.17
SARAPIQUI,10.4,-83.8,2025,8,28.91,21.84,6.11,91.02,16.49
SARAPIQUI,10.4,-83.8,2025,9,29.18,23.04,12.5,91.11,15.65
SARAPIQUI,10.4,-83.8,2025,10,28.61,22.22,14.07,91.82,14.37
SARAPIQUI,10.4,-83.8,2025,11,28.95,20.98,8.17,92.28,11.78
BARRA DEL COLORADO,10.76,-83.58,2019,1,29.59,22.64,0.77,79.08,16.72
BARRA DEL COLORADO,10.76,-83.58,2019,2,30.85,23.07,1.43,75.02,18.62
BARRA DEL COLORADO,10.76,-83.58,2019,3,30.25,22.49,4.27,77.6,18.13
BARRA DEL COLORADO,10.76,-83.58,2019,4,31.78,23.61,3.65,77.06,18.83
BARRA DEL COLORADO,10.76,-83.58,2019,5,30.47,24.59,16.09,89.65,15.38
BARRA DEL COLORADO,10.76,-83.58,2019,6,29.87,25.31,9.29,90.71,15.27
BARRA DEL COLORADO,10.76,-83.58,2019,7,29.61,24.92,8.27,89.63,14.8
BARRA DEL COLORADO,10.76,-83.58,2019,8,29.75,24.5,8.83,90.55,13.95
BARRA DEL COLORADO,10.76,-83.58,2019,9,30.0,24.65,10.68,88.57,16.4
BARRA DEL COLORADO,10.76,-83.58,2019,10,29.74,24.33,15.23,88.27,16.12
BARRA DEL COLORADO,10.76,-83.58,2019,11,29.17,24.47,10.96,89.33,12.58
BARRA DEL COLORADO,10.76,-83.58,2019,12,28.9,23.77,7.39,88.63,11.78
BARRA DEL COLORADO,10.76,-83.58,2020,1,28.3,22.59,4.68,86.59,14.61
BARRA DEL COLORADO,10.76,-83.58,2020,2,29.49,22.99,2.67,83.29,17.4
BARRA DEL COLORADO,10.76,-83.58,2020,3,30.57,24.06,0.73,75.2,20.65
BARRA DEL COLORADO,10.76,-83.58,2020,4,31.31,23.34,5.14,77.76,19.32
BARRA DEL COLORADO,10.76,-83.58,2020,5,31.06,24.68,8.61,85.05,16.32
BARRA DEL COLORADO,10.76,-83.58,2020,6,29.58,24.18,17.46,89.99,14.93
BARRA DEL COLORADO,10.76,-83.58,2020,7,29.82,23.25,10.12,89.35,15.92
BARRA DEL COLORADO,10.76,-83.58,2020,8,29.83,23.26,11.11,89.82,16.25
BARRA DEL COLORADO,10.76,-83.58,2020,9,29.57,23.96,12.08,87.38,18.32
BARRA DEL COLORADO,10.76,-83.58,2020,10,29.44,23.92,22.64,89.03,16.07
BARRA DEL COLORADO,10.76,-83.58,2020,11,29.6,23.94,33.93,90.72,14.22
BARRA DEL COLORADO,10.76,-83.58,2020,12,28.75,23.28,10.46,88.36,14.17
BARRA DEL COLORADO,10.76,-83.58,2021,1,28.12,23.16,4.02,86.0,15.37
BARRA DEL COLORADO,10.76,-83.58,2021,2,29.0,21.99,1.65,81.6,17.87
BARRA DEL COLORADO,10.76,-83.58,2021,3,30.14,22.37,5.48,78.24,19.21
BARRA DEL COLORADO,10.76,-83.58,2021,4,29.89,23.97,12.39,85.53,17.0
BARRA DEL COLORADO,10.76,-83.58,2021,5,29.51,24.01,12.88,88.27,15.04
BARRA DEL COLORADO,10.76,-83.58,2021,6,29.37,24.09,17.11,89.47,17.1
BARRA DEL COLORADO,10.76,-83.58,2021,7,29.38,24.85,15.62,90.04,13.98
BARRA DEL COLORADO,10.76,-83.58,2021,8,29.55,24.3,19.6,88.93,15.43
BARRA DEL COLORADO,10.76,-83.58,2021,9,29.71,24.1,14.0,89.46,16.74
BARRA DEL COLORADO,10.76,-83.58,2021,10,29.79,24.19,10.34,87.98,16.7
BARRA DEL COLORADO,10.76,-83.58,2021,11,29.2,23.87,4.73,87.54,13.3
BARRA DEL COLORADO,10.76,-83.58,2021,12,28.62,22.84,5.03,88.43,14.23
BARRA DEL COLORADO,10.76,-83.58,2022,1,28.58,22.52,2.22,81.81,17.15
BARRA DEL COLORADO,10.76,-83.58,2022,2,29.75,22.36,1.79,76.52,18.54
BARRA DEL COLORADO,10.76,-83.58,2022,3,30.98,23.42,8.02,80.99,19.12
BARRA DEL COLORADO,10.76,-83.58,2022,4,30.68,23.68,8.29,83.21,17.57
BARRA DEL COLORADO,10.76,-83.58,2022,5,29.74,24.17,12.86,90.44,16.56
BARRA DEL COLORADO,10.76,-83.58,2022,6,30.26,24.08,24.1,90.54,16.28
BARRA DEL COLORADO,10.76,-83.58,2022,7,29.26,24.66,11.42,91.03,14.28
BARRA DEL COLORADO,10.76,-83.58,2022,8,29.68,23.36,8.76,88.59,16.29
BARRA DEL COLORADO,10.76,-83.58,2022,9,29.77,24.31,11.66,88.41,17.45
BARRA DEL COLORADO,10.76,-83.58,2022,10,29.68,23.94,8.91,88.45,16.28
BARRA DEL COLORADO,10.76,-83.58,2022,11,29.46,24.27,24.0,90.18,12.68
BARRA DEL COLORADO,10.76,-83.58,2022,12,28.44,23.27,3.53,85.5,15.74
BARRA DEL COLORADO,10.76,-83.58,2023,1,28.18,22.99,2.88,84.83,15.61
BARRA DEL COLORADO,10.76,-83.58,2023,2,29.07,23.35,3.0,79.11,18.16
BARRA DEL COLORADO,10.76,-83.58,2023,3,29.96,23.46,4.9,80.08,18.21
BARRA DEL COLORADO,10.76,-83.58,2023,4,32.71,23.33,2.04,75.44,20.88
BARRA DEL COLORADO,10.76,-83.58,2023,5,32.8,24.44,8.46,79.02,19.06
BARRA DEL COLORADO,10.76,-83.58,2023,6,31.44,24.55,12.27,88.88,17.01
BARRA DEL COLORADO,10.76,-83.58,2023,7,30.13,25.49,10.25,91.48,13.43
BARRA DEL COLORADO,10.76,-83.58,2023,8,31.2,24.71,9.14,89.4,15.41
BARRA DEL COLORADO,10.76,-83.58,2023,9,30.73,25.49,6.05,87.65,17.26
BARRA DEL COLORADO,10.76,-83.58,2023,10,30.49,24.71,15.06,88.55,15.53
BARRA DEL COLORADO,10.76,-83.58,2023,11,30.66,25.0,12.43,90.07,12.8
BARRA DEL COLORADO,10.76,-83.58,2023,12,29.82,22.83,5.23,87.7,13.49
BARRA DEL COLORADO,10.76,-83.58,2024,1,29.3,23.7,1.26,84.6,15.57
BARRA DEL COLORADO,10.76,-83.58,2024,2,32.62,21.55,3.93,79.89,16.05
BARRA DEL COLORADO,10.76,-83.58,2024,3,34.31,24.21,1.77,76.52,19.6
BARRA DEL COLORADO,10.76,-83.58,2024,4,33.31,24.86,4.62,78.22,19.7
BARRA DEL COLORADO,10.76,-83.58,2024,5,33.04,25.03,27.44,83.78,18.2
BARRA DEL COLORADO,10.76,-83.58,2024,6,30.45,25.23,28.81,89.68,16.75
BARRA DEL COLORADO,10.76,-83.58,2024,7,29.59,24.8,21.56,91.74,12.37
BARRA DEL COLORADO,10.76,-83.58,2024,8,30.23,25.06,8.82,89.11,15.3
BARRA DEL COLORADO,10.76,-83.58,2024,9,30.5,24.56,13.63,88.77,15.87
BARRA DEL COLORADO,10.76,-83.58,2024,10,30.26,24.52,12.52,89.61,15.44
BARRA DEL COLORADO,10.76,-83.58,2024,11,29.23,23.04,39.5,90.74,13.24
BARRA DEL COLORADO,10.76,-83.58,2024,12,29.18,23.5,10.16,90.37,11.09
BARRA DEL COLORADO,10.76,-83.58,2025,1,28.49,23.79,4.95,88.29,14.05
BARRA DEL COLORADO,10.76,-83.58,2025,2,28.76,23.74,2.5,84.61,16.71
BARRA DEL COLORADO,10.76,-83.58,2025,3,30.98,23.87,1.02,77.17,19.71
BARRA DEL COLORADO,10.76,-83.58,2025,4,31.29,23.44,8.83,82.2,16.22
BARRA DEL COLORADO,10.76,-83.58,2025,5,30.56,24.99,11.84,88.83,15.52
BARRA DEL COLORADO,10.76,-83.58,2025,6,29.64,24.11,15.69,91.87,13.04
