Zona,Latitud,Longitud,Anio,Mes,Temp_Max,Temp_Min,Precipitacion,Humedad,RadiacionSolar
MATINA,10.0,-83.35,2019,1,26.89,20.79,1.44,84.32,16.72
MATINA,10.0,-83.35,2019,2,28.25,20.83,2.93,80.81,18.62
MATINA,10.0,-83.35,2019,3,27.1,21.18,9.62,84.47,18.13
MATINA,10.0,-83.35,2019,4,28.09,21.94,8.42,85.11,18.83
MATINA,10.0,-83.35,2019,5,28.22,22.88,19.5,90.01,15.38
MATINA,10.0,-83.35,2019,6,28.49,23.2,12.21,89.02,15.27
MATINA,10.0,-83.35,2019,7,27.86,22.65,9.38,89.03,14.8
MATINA,10.0,-83.35,2019,8,28.27,21.92,11.07,88.07,13.95
MATINA,10.0,-83.35,2019,9,28.52,22.21,12.38,86.83,16.4
MATINA,10.0,-83.35,2019,10,28.15,22.07,19.04,87.87,16.12
MATINA,10.0,-83.35,2019,11,27.71,21.93,15.26,87.09,12.58
MATINA,10.0,-83.35,2019,12,27.23,22.25,12.41,88.18,11.78
MATINA,10.0,-83.35,2020,1,26.92,21.69,8.79,87.68,14.61
MATINA,10.0,-83.35,2020,2,27.46,21.12,4.84,86.16,17.4
MATINA,10.0,-83.35,2020,3,27.45,21.67,1.5,82.48,20.65
MATINA,10.0,-83.35,2020,4,28.12,21.7,8.66,82.02,19.32
MATINA,10.0,-83.35,2020,5,28.62,22.91,10.95,87.11,16.32
MATINA,10.0,-83.35,2020,6,28.15,21.18,20.81,88.16,14.93
MATINA,10.0,-83.35,2020,7,27.99,20.66,10.52,87.32,15.92
MATINA,10.0,-83.35,2020,8,28.84,22.64,13.93,87.21,16.25
MATINA,10.0,-83.35,2020,9,28.45,22.59,13.72,84.26,18.32
MATINA,10.0,-83.35,2020,10,27.89,22.66,22.94,87.32,16.07
MATINA,10.0,-83.35,2020,11,28.57,22.6,34.05,88.74,14.22
MATINA,10.0,-83.35,2020,12,26.88,21.32,20.42,87.29,14.17
MATINA,10.0,-83.35,2021,1,26.38,21.02,6.98,86.32,15.37
MATINA,10.0,-83.35,2021,2,27.23,21.33,3.73,85.15,17.87
MATINA,10.0,-83.35,2021,3,27.15,20.38,11.11,84.28,19.21
MATINA,10.0,-83.35,2021,4,27.58,22.45,15.56,87.21,17.0
MATINA,10.0,-83.35,2021,5,28.16,22.76,22.18,88.68,15.04
MATINA,10.0,-83.35,2021,6,27.74,22.88,18.3,87.6,17.1
MATINA,10.0,-83.35,2021,7,27.7,22.13,17.59,88.66,13.98
MATINA,10.0,-83.35,2021,8,27.67,22.02,17.8,87.34,15.43
MATINA,10.0,-83.35,2021,9,27.94,22.2,10.15,85.8,16.74
MATINA,10.0,-83.35,2021,10,28.19,22.15,11.47,85.94,16.7
MATINA,10.0,-83.35,2021,11,27.89,21.97,7.98,86.2,13.3
MATINA,10.0,-83.35,2021,12,26.94,22.32,8.7,88.72,14.23
MATINA,10.0,-83.35,2022,1,26.7,21.28,3.25,84.08,17.15
MATINA,10.0,-83.35,2022,2,26.44,20.33,3.4,83.11,18.54
MATINA,10.0,-83.35,2022,3,27.71,20.64,9.22,84.32,19.12
MATINA,10.0,-83.35,2022,4,28.14,21.71,15.27,86.16,17.57
MATINA,10.0,-83.35,2022,5,28.32,22.01,12.12,88.66,16.56
MATINA,10.0,-83.35,2022,6,28.46,21.95,29.95,89.75,16.28
MATINA,10.0,-83.35,2022,7,27.52,22.32,14.32,89.8,14.28
MATINA,10.0,-83.35,2022,8,28.26,21.16,12.2,86.41,16.29
MATINA,10.0,-83.35,2022,9,28.15,22.65,17.36,86.58,17.45
MATINA,10.0,-83.35,2022,10,28.05,22.58,10.81,86.37,16.28
MATINA,10.0,-83.35,2022,11,27.78,21.94,22.09,89.18,12.68
MATINA,10.0,-83.35,2022,12,26.75,22.05,6.62,86.08,15.74
MATINA,10.0,-83.35,2023,1,26.35,21.79,4.78,86.52,15.61
MATINA,10.0,-83.35,2023,2,26.36,21.13,6.29,85.5,18.16
MATINA,10.0,-83.35,2023,3,27.61,21.31,6.67,84.62,18.21
MATINA,10.0,-83.35,2023,4,28.92,21.61,4.54,82.74,20.88
MATINA,10.0,-83.35,2023,5,29.08,23.07,9.76,84.05,19.06
MATINA,10.0,-83.35,2023,6,28.59,22.44,15.17,88.01,17.01
MATINA,10.0,-83.35,2023,7,28.4,22.89,13.69,90.01,13.43
MATINA,10.0,-83.35,2023,8,29.89,23.24,10.66,87.54,15.41
MATINA,10.0,-83.35,2023,9,29.61,23.1,5.96,84.04,17.26
MATINA,10.0,-83.35,2023,10,29.25,23.57,18.15,87.25,15.53
MATINA,10.0,-83.35,2023,11,29.1,22.56,18.31,90.05,12.8
MATINA,10.0,-83.35,2023,12,28.1,22.37,9.04,87.82,13.49
MATINA,10.0,-83.35,2024,1,27.9,22.29,2.22,86.25,15.57
MATINA,10.0,-83.35,2024,2,28.75,20.9,8.23,85.26,16.05
MATINA,10.0,-83.35,2024,3,29.57,22.08,3.42,83.35,19.6
MATINA,10.0,-83.35,2024,4,28.96,22.76,8.66,83.19,19.7
MATINA,10.0,-83.35,2024,5,29.94,23.36,25.59,85.8,18.2
MATINA,10.0,-83.35,2024,6,29.99,23.72,39.34,88.76,16.75
MATINA,10.0,-83.35,2024,7,28.44,22.94,24.75,89.99,12.37
MATINA,10.0,-83.35,2024,8,28.78,22.66,8.78,85.65,15.3
MATINA,10.0,-83.35,2024,9,29.21,23.5,17.51,86.71,15.87
MATINA,10.0,-83.35,2024,10,28.74,22.79,17.34,88.51,15.44
MATINA,10.0,-83.35,2024,11,27.82,22.62,51.41,90.42,13.24
MATINA,10.0,-83.35,2024,12,27.39,22.2,15.03,89.5,11.09
MATINA,10.0,-83.35,2025,1,27.06,22.15,7.54,88.26,14.05
MATINA,10.0,-83.35,2025,2,27.5,22.33,4.48,86.12,16.71
MATINA,10.0,-83.35,2025,3,27.89,22.24,3.25,83.19,19.71
MATINA,10.0,-83.35,2025,4,28.68,22.87,14.45,85.74,16.22
MATINA,10.0,-83.35,2025,5,28.69,22.42,13.44,89.67,15.52
MATINA,10.0,-83.35,2025,6,28.57,22.91,18.91,89.88,13.04
MATINA,10.0,-83.35,2025,7,27.71,23.12,14.48,89.5,12.17
MATINA,10.0,-83.35,2025,8,27.91,21.95,6.96,87.24,16.49
MATINA,10.0,-83.35,2025,9,28.75,23.01,11.76,86.58,15.65
MATINA,10.0,-83.35,2025,10,28.18,22.98,14.76,88.06,14.37
MATINA,10.0,-83.35,2025,11,28.04,20.72,12.37,89.21,11.78
SIQUIRRES,10.09,-83.5,2019,1,25.95,15.13,0.73,87.04,16.72
SIQUIRRES,10.09,-83.5,2019,2,28.68,14.89,1.52,80.66,18.62
SIQUIRRES,10.09,-83.5,2019,3,27.81,15.39,4.71,83.69,18.13
SIQUIRRES,10.09,-83.5,2019,4,29.62,16.25,4.75,82.1,18.83
SIQUIRRES,10.09,-83.5,2019,5,27.74,17.6,13.5,91.47,15.38
SIQUIRRES,10.09,-83.5,2019,6,26.28,16.99,8.53,91.58,15.27
SIQUIRRES,10.09,-83.5,2019,7,26.21,16.24,6.26,91.08,14.8
SIQUIRRES,10.09,-83.5,2019,8,26.22,16.71,8.3,91.24,13.95
SIQUIRRES,10.09,-83.5,2019,9,26.44,14.89,9.8,91.37,16.4
SIQUIRRES,10.09,-83.5,2019,10,25.66,16.04,12.51,93.36,16.12
SIQUIRRES,10.09,-83.5,2019,11,25.17,14.19,9.94,91.56,12.58
SIQUIRRES,10.09,-83.5,2019,12,24.73,15.99,6.34,91.88,11.78
SIQUIRRES,10.09,-83.5,2020,1,24.93,16.08,4.42,90.99,14.61
SIQUIRRES,10.09,-83.5,2020,2,25.54,13.96,2.55,89.05,17.4
SIQUIRRES,10.09,-83.5,2020,3,27.16,15.73,0.82,83.52,20.65
SIQUIRRES,10.09,-83.5,2020,4,28.54,15.52,6.57,83.35,19.32
SIQUIRRES,10.09,-83.5,2020,5,28.0,17.21,7.76,88.7,16.32
SIQUIRRES,10.09,-83.5,2020,6,26.39,15.56,13.64,91.46,14.93
SIQUIRRES,10.09,-83.5,2020,7,25.75,14.07,6.98,90.94,15.92
SIQUIRRES,10.09,-83.5,2020,8,27.24,14.97,7.83,90.98,16.25
SIQUIRRES,10.09,-83.5,2020,9,26.1,14.82,8.88,89.58,18.32
SIQUIRRES,10.09,-83.5,2020,10,25.92,16.48,13.55,92.39,16.07
SIQUIRRES,10.09,-83.5,2020,11,26.19,16.56,16.18,92.52,14.22
SIQUIRRES,10.09,-83.5,2020,12,24.26,13.57,10.77,91.87,14.17
SIQUIRRES,10.09,-83.5,2021,1,24.24,13.59,3.27,90.49,15.37
SIQUIRRES,10.09,-83.5,2021,2,25.43,15.41,1.53,87.9,17.87
SIQUIRRES,10.09,-83.5,2021,3,26.89,13.38,5.2,85.54,19.21
SIQUIRRES,10.09,-83.5,2021,4,26.94,15.34,9.74,88.86,17.0
SIQUIRRES,10.09,-83.5,2021,5,27.07,15.95,10.32,91.07,15.04
SIQUIRRES,10.09,-83.5,2021,6,25.98,15.07,9.86,90.93,17.1
SIQUIRRES,10.09,-83.5,2021,7,25.91,16.23,9.89,91.44,13.98
SIQUIRRES,10.09,-83.5,2021,8,25.09,15.62,12.41,91.23,15.43
SIQUIRRES,10.09,-83.5,2021,9,26.4,16.71,7.95,90.36,16.74
SIQUIRRES,10.09,-83.5,2021,10,26.15,16.38,7.6,90.83,16.7
SIQUIRRES,10.09,-83.5,2021,11,25.94,14.78,4.09,90.33,13.3
SIQUIRRES,10.09,-83.5,2021,12,24.62,16.47,4.18,91.61,14.23
SIQUIRRES,10.09,-83.5,2022,1,24.56,15.2,1.4,87.92,17.15
SIQUIRRES,10.09,-83.5,2022,2,24.92,12.54,1.65,84.07,18.54
SIQUIRRES,10.09,-83.5,2022,3,27.35,14.26,7.19,84.93,19.12
SIQUIRRES,10.09,-83.5,2022,4,27.35,15.8,8.26,87.36,17.57
SIQUIRRES,10.09,-83.5,2022,5,27.06,16.22,8.59,90.6,16.56
SIQUIRRES,10.09,-83.5,2022,6,26.71,15.3,15.96,92.94,16.28
SIQUIRRES,10.09,-83.5,2022,7,25.66,16.29,7.43,92.15,14.28
SIQUIRRES,10.09,-83.5,2022,8,26.22,15.27,6.15,89.93,16.29
SIQUIRRES,10.09,-83.5,2022,9,26.33,16.89,10.84,91.01,17.45
SIQUIRRES,10.09,-83.5,2022,10,25.53,16.11,9.1,91.46,16.28
SIQUIRRES,10.09,-83.5,2022,11,25.67,15.34,11.4,92.97,12.68
SIQUIRRES,10.09,-83.5,2022,12,24.12,15.47,3.39,90.88,15.74
SIQUIRRES,10.09,-83.5,2023,1,23.81,14.71,2.61,90.2,15.61
SIQUIRRES,10.09,-83.5,2023,2,25.5,13.53,3.12,88.15,18.16
SIQUIRRES,10.09,-83.5,2023,3,26.88,15.29,4.89,87.55,18.21
SIQUIRRES,10.09,-83.5,2023,4,29.09,14.76,3.41,83.38,20.88
SIQUIRRES,10.09,-83.5,2023,5,28.39,16.99,7.45,85.51,19.06
SIQUIRRES,10.09,-83.5,2023,6,27.36,15.81,9.71,90.52,17.01
SIQUIRRES,10.09,-83.5,2023,7,26.35,16.89,9.46,91.8,13.43
SIQUIRRES,10.09,-83.5,2023,8,27.28,17.24,7.49,90.84,15.41
SIQUIRRES,10.09,-83.5,2023,9,26.95,15.9,5.91,88.68,17.26
SIQUIRRES,10.09,-83.5,2023,10,26.68,17.48,12.31,92.57,15.53
SIQUIRRES,10.09,-83.5,2023,11,26.1,16.67,9.81,93.77,12.8
SIQUIRRES,10.09,-83.5,2023,12,25.7,16.68,4.84,91.62,13.49
SIQUIRRES,10.09,-83.5,2024,1,25.79,15.93,1.09,89.62,15.57
SIQUIRRES,10.09,-83.5,2024,2,26.77,13.93,4.05,87.47,16.05
SIQUIRRES,10.09,-83.5,2024,3,30.59,14.21,2.08,81.79,19.6
SIQUIRRES,10.09,-83.5,2024,4,29.97,14.95,5.72,83.24,19.7
SIQUIRRES,10.09,-83.5,2024,5,29.0,16.76,25.32,87.56,18.2
SIQUIRRES,10.09,-83.5,2024,6,26.71,17.71,25.62,92.91,16.75
SIQUIRRES,10.09,-83.5,2024,7,26.2,16.85,17.4,93.1,12.37
SIQUIRRES,10.09,-83.5,2024,8,26.39,17.28,6.5,90.32,15.3
SIQUIRRES,10.09,-83.5,2024,9,27.05,17.87,13.11,91.03,15.87
SIQUIRRES,10.09,-83.5,2024,10,26.76,17.47,12.39,93.06,15.44
SIQUIRRES,10.09,-83.5,2024,11,25.46,16.24,25.99,94.04,13.24
SIQUIRRES,10.09,-83.5,2024,12,24.69,16.22,7.89,93.15,11.09
SIQUIRRES,10.09,-83.5,2025,1,24.42,14.9,3.95,91.29,14.05
SIQUIRRES,10.09,-83.5,2025,2,26.03,15.61,2.06,88.61,16.71
SIQUIRRES,10.09,-83.5,2025,3,27.44,15.96,2.53,84.79,19.71
SIQUIRRES,10.09,-83.5,2025,4,27.01,16.5,11.42,87.64,16.22
SIQUIRRES,10.09,-83.5,2025,5,26.25,16.62,11.77,92.25,15.52
SIQUIRRES,10.09,-83.5,2025,6,26.53,17.15,16.01,92.72,13.04
SIQUIRRES,10.09,-83.5,2025,7,25.72,17.18,7.78,91.78,12.17
SIQUIRRES,10.09,-83.5,2025,8,25.95,15.8,5.06,90.16,16.49
SIQUIRRES,10.09,-83.5,2025,9,26.64,16.58,10.95,90.97,15.65
SIQUIRRES,10.09,-83.5,2025,10,25.65,16.93,12.1,92.24,14.37
SIQUIRRES,10.09,-83.5,2025,11,26.15,14.71,6.93,92.71,11.78
VALLE LA ESTRELLA,9.86,-83.0,2019,1,26.89,20.79,1.44,84.32,17.12
VALLE LA ESTRELLA,9.86,-83.0,2019,2,28.25,20.83,2.93,80.81,17.99
VALLE LA ESTRELLA,9.86,-83.0,2019,3,27.1,21.18,9.62,84.47,16.42
VALLE LA ESTRELLA,9.86,-83.0,2019,4,28.09,21.94,8.42,85.11,16.36
VALLE LA ESTRELLA,9.86,-83.0,2019,5,28.22,22.88,19.5,90.01,15.57
VALLE LA ESTRELLA,9.86,-83.0,2019,6,28.49,23.2,12.21,89.02,15.18
VALLE LA ESTRELLA,9.86,-83.0,2019,7,27.86,22.65,9.38,89.03,14.52
VALLE LA ESTRELLA,9.86,-83.0,2019,8,28.27,21.92,11.07,88.07,14.78
VALLE LA ESTRELLA,9.86,-83.0,2019,9,28.52,22.21,12.38,86.83,15.39
VALLE LA ESTRELLA,9.86,-83.0,2019,10,28.15,22.07,19.04,87.87,16.61
VALLE LA ESTRELLA,9.86,-83.0,2019,11,27.71,21.93,15.26,87.09,12.93
VALLE LA ESTRELLA,9.86,-83.0,2019,12,27.23,22.25,12.41,88.18,12.67
VALLE LA ESTRELLA,9.86,-83.0,2020,1,26.92,21.69,8.79,87.68,14.53
VALLE LA ESTRELLA,9.86,-83.0,2020,2,27.46,21.12,4.84,86.16,17.39
VALLE LA ESTRELLA,9.86,-83.0,2020,3,27.45,21.67,1.5,82.48,20.35
VALLE LA ESTRELLA,9.86,-83.0,2020,4,28.12,21.7,8.66,82.02,16.57
VALLE LA ESTRELLA,9.86,-83.0,2020,5,28.62,22.91,10.95,87.11,15.83
VALLE LA ESTRELLA,9.86,-83.0,2020,6,28.15,21.18,20.81,88.16,14.47
VALLE LA ESTRELLA,9.86,-83.0,2020,7,27.99,20.66,10.52,87.32,15.81
VALLE LA ESTRELLA,9.86,-83.0,2020,8,28.84,22.64,13.93,87.21,15.45
VALLE LA ESTRELLA,9.86,-83.0,2020,9,28.45,22.59,13.72,84.26,18.03
VALLE LA ESTRELLA,9.86,-83.0,2020,10,27.89,22.66,22.94,87.32,16.94
VALLE LA ESTRELLA,9.86,-83.0,2020,11,28.57,22.6,34.05,88.74,14.75
VALLE LA ESTRELLA,9.86,-83.0,2020,12,26.88,21.32,20.42,87.29,14.55
VALLE LA ESTRELLA,9.86,-83.0,2021,1,26.38,21.02,6.98,86.32,15.36
VALLE LA ESTRELLA,9.86,-83.0,2021,2,27.23,21.33,3.73,85.15,17.44
VALLE LA ESTRELLA,9.86,-83.0,2021,3,27.15,20.38,11.11,84.28,17.59
VALLE LA ESTRELLA,9.86,-83.0,2021,4,27.58,22.45,15.56,87.21,16.06
VALLE LA ESTRELLA,9.86,-83.0,2021,5,28.16,22.76,22.18,88.68,14.76
VALLE LA ESTRELLA,9.86,-83.0,2021,6,27.74,22.88,18.3,87.6,16.0
VALLE LA ESTRELLA,9.86,-83.0,2021,7,27.7,22.13,17.59,88.66,13.8
VALLE LA ESTRELLA,9.86,-83.0,2021,8,27.67,22.02,17.8,87.34,15.62
VALLE LA ESTRELLA,9.86,-83.0,2021,9,27.94,22.2,10.15,85.8,16.35
VALLE LA ESTRELLA,9.86,-83.0,2021,10,28.19,22.15,11.47,85.94,17.02
VALLE LA ESTRELLA,9.86,-83.0,2021,11,27.89,21.97,7.98,86.2,14.07
VALLE LA ESTRELLA,9.86,-83.0,2021,12,26.94,22.32,8.7,88.72,14.1
VALLE LA ESTRELLA,9.86,-83.0,2022,1,26.7,21.28,3.25,84.08,17.97
VALLE LA ESTRELLA,9.86,-83.0,2022,2,26.44,20.33,3.4,83.11,17.93
VALLE LA ESTRELLA,9.86,-83.0,2022,3,27.71,20.64,9.22,84.32,18.49
VALLE LA ESTRELLA,9.86,-83.0,2022,4,28.14,21.71,15.27,86.16,16.28
VALLE LA ESTRELLA,9.86,-83.0,2022,5,28.32,22.01,12.12,88.66,17.02
VALLE LA ESTRELLA,9.86,-83.0,2022,6,28.46,21.95,29.95,89.75,15.04
VALLE LA ESTRELLA,9.86,-83.0,2022,7,27.52,22.32,14.32,89.8,14.58
VALLE LA ESTRELLA,9.86,-83.0,2022,8,28.26,21.16,12.2,86.41,17.53
VALLE LA ESTRELLA,9.86,-83.0,2022,9,28.15,22.65,17.36,86.58,16.83
VALLE LA ESTRELLA,9.86,-83.0,2022,10,28.05,22.58,10.81,86.37,15.79
VALLE LA ESTRELLA,9.86,-83.0,2022,11,27.78,21.94,22.09,89.18,12.79
VALLE LA ESTRELLA,9.86,-83.0,2022,12,26.75,22.05,6.62,86.08,13.96
VALLE LA ESTRELLA,9.86,-83.0,2023,1,26.35,21.79,4.78,86.52,16.18
VALLE LA ESTRELLA,9.86,-83.0,2023,2,26.36,21.13,6.29,85.5,17.34
VALLE LA ESTRELLA,9.86,-83.0,2023,3,27.61,21.31,6.67,84.62,18.07
VALLE LA ESTRELLA,9.86,-83.0,2023,4,28.92,21.61,4.54,82.74,19.74
VALLE LA ESTRELLA,9.86,-83.0,2023,5,29.08,23.07,9.76,84.05,18.96
VALLE LA ESTRELLA,9.86,-83.0,2023,6,28.59,22.44,15.17,88.01,16.67
VALLE LA ESTRELLA,9.86,-83.0,2023,7,28.4,22.89,13.69,90.01,14.82
VALLE LA ESTRELLA,9.86,-83.0,2023,8,29.89,23.24,10.66,87.54,15.91
VALLE LA ESTRELLA,9.86,-83.0,2023,9,29.61,23.1,5.96,84.04,16.62
VALLE LA ESTRELLA,9.86,-83.0,2023,10,29.25,23.57,18.15,87.25,16.0
VALLE LA ESTRELLA,9.86,-83.0,2023,11,29.1,22.56,18.31,90.05,13.58
VALLE LA ESTRELLA,9.86,-83.0,2023,12,28.1,22.37,9.04,87.82,14.56
VALLE LA ESTRELLA,9.86,-83.0,2024,1,27.9,22.29,2.22,86.25,16.3
VALLE LA ESTRELLA,9.86,-83.0,2024,2,28.75,20.9,8.23,85.26,16.37
VALLE LA ESTRELLA,9.86,-83.0,2024,3,29.57,22.08,3.42,83.35,19.72
VALLE LA ESTRELLA,9.86,-83.0,2024,4,28.96,22.76,8.66,83.19,18.08
VALLE LA ESTRELLA,9.86,-83.0,2024,5,29.94,23.36,25.59,85.8,17.52
VALLE LA ESTRELLA,9.86,-83.0,2024,6,29.99,23.72,39.34,88.76,16.05
VALLE LA ESTRELLA,9.86,-83.0,2024,7,28.44,22.94,24.75,89.99,13.74
VALLE LA ESTRELLA,9.86,-83.0,2024,8,28.78,22.66,8.78,85.65,15.77
VALLE LA ESTRELLA,9.86,-83.0,2024,9,29.21,23.5,17.51,86.71,15.22
VALLE LA ESTRELLA,9.86,-83.0,2024,10,28.74,22.79,17.34,88.51,15.78
VALLE LA ESTRELLA,9.86,-83.0,2024,11,27.82,22.62,51.41,90.42,15.1
VALLE LA ESTRELLA,9.86,-83.0,2024,12,27.39,22.2,15.03,89.5,12.03
VALLE LA ESTRELLA,9.86,-83.0,2025,1,27.06,22.15,7.54,88.26,14.19
VALLE LA ESTRELLA,9.86,-83.0,2025,2,27.5,22.33,4.48,86.12,15.98
VALLE LA ESTRELLA,9.86,-83.0,2025,3,27.89,22.24,3.25,83.19,18.66
VALLE LA ESTRELLA,9.86,-83.0,2025,4,28.68,22.87,14.45,85.74,14.83
VALLE LA ESTRELLA,9.86,-83.0,2025,5,28.69,22.42,13.44,89.67,15.55
VALLE LA ESTRELLA,9.86,-83.0,2025,6,28.57,22.91,18.91,89.88,14.14
VALLE LA ESTRELLA,9.86,-83.0,2025,7,27.71,23.12,14.48,89.5,13.54
VALLE LA ESTRELLA,9.86,-83.0,2025,8,27.91,21.95,6.96,87.24,16.48
VALLE LA ESTRELLA,9.86,-83.0,2025,9,28.75,23.01,11.76,86.58,15.13
VALLE LA ESTRELLA,9.86,-83.0,2025,10,28.18,22.98,14.76,88.06,15.04
VALLE LA ESTRELLA,9.86,-83.0,2025,11,28.04,20.72,12.37,89.21,12.07
CARIARI,10.22,-83.77,2019,1,25.95,15.13,0.73,87.04,16.72
CARIARI,10.22,-83.77,2019,2,28.68,14.89,1.52,80.66,18.62
CARIARI,10.22,-83.77,2019,3,27.81,15.39,4.71,83.69,18.13
CARIARI,10.22,-83.77,2019,4,29.62,16.25,4.75,82.1,18.83
CARIARI,10.22,-83.77,2019,5,27.74,17.6,13.5,91.47,15.38
CARIARI,10.22,-83.77,2019,6,26.28,16.99,8.53,91.58,15.27
CARIARI,10.22,-83.77,2019,7,26.21,16.24,6.26,91.08,14.8
CARIARI,10.22,-83.77,2019,8,26.22,16.71,8.3,91.24,13.95
CARIARI,10.22,-83.77,2019,9,26.44,14.89,9.8,91.37,16.4
CARIARI,10.22,-83.77,2019,10,25.66,16.04,12.51,93.36,16.12
CARIARI,10.22,-83.77,2019,11,25.17,14.19,9.94,91.56,12.58
CARIARI,10.22,-83.77,2019,12,24.73,15.99,6.34,91.88,11.78
CARIARI,10.22,-83.77,2020,1,24.93,16.08,4.42,90.99,14.61
CARIARI,10.22,-83.77,2020,2,25.54,13.96,2.55,89.05,17.4
CARIARI,10.22,-83.77,2020,3,27.16,15.73,0.82,83.52,20.65
CARIARI,10.22,-83.77,2020,4,28.54,15.52,6.57,83.35,19.32
CARIARI,10.22,-83.77,2020,5,28.0,17.21,7.76,88.7,16.32
CARIARI,10.22,-83.77,2020,6,26.39,15.56,13.64,91.46,14.93
CARIARI,10.22,-83.77,2020,7,25.75,14.07,6.98,90.94,15.92
CARIARI,10.22,-83.77,2020,8,27.24,14.97,7.83,90.98,16.25
CARIARI,10.22,-83.77,2020,9,26.1,14.82,8.88,89.58,18.32
CARIARI,10.22,-83.77,2020,10,25.92,16.48,13.55,92.39,16.07
CARIARI,10.22,-83.77,2020,11,26.19,16.56,16.18,92.52,14.22
CARIARI,10.22,-83.77,2020,12,24.26,13.57,10.77,91.87,14.17
CARIARI,10.22,-83.77,2021,1,24.24,13.59,3.27,90.49,15.37
CARIARI,10.22,-83.77,2021,2,25.43,15.41,1.53,87.9,17.87
CARIARI,10.22,-83.77,2021,3,26.89,13.38,5.2,85.54,19.21
CARIARI,10.22,-83.77,2021,4,26.94,15.34,9.74,88.86,17.0
CARIARI,10.22,-83.77,2021,5,27.07,15.95,10.32,91.07,15.04
CARIARI,10.22,-83.77,2021,6,25.98,15.07,9.86,90.93,17.1
CARIARI,10.22,-83.77,2021,7,25.91,16.23,9.89,91.44,13.98
CARIARI,10.22,-83.77,2021,8,25.09,15.62,12.41,91.23,15.43
CARIARI,10.22,-83.77,2021,9,26.4,16.71,7.95,90.36,16.74
CARIARI,10.22,-83.77,2021,10,26.15,16.38,7.6,90.83,16.7
CARIARI,10.22,-83.77,2021,11,25.94,14.78,4.09,90.33,13.3
CARIARI,10.22,-83.77,2021,12,24.62,16.47,4.18,91.61,14.23
CARIARI,10.22,-83.77,2022,1,24.56,15.2,1.4,87.92,17.15
CARIARI,10.22,-83.77,2022,2,24.92,12.54,1.65,84.07,18.54
CARIARI,10.22,-83.77,2022,3,27.35,14.26,7.19,84.93,19.12
CARIARI,10.22,-83.77,2022,4,27.35,15.8,8.26,87.36,17.57
CARIARI,10.22,-83.77,2022,5,27.06,16.22,8.59,90.6,16.56
CARIARI,10.22,-83.77,2022,6,26.71,15.3,15.96,92.94,16.28
CARIARI,10.22,-83.77,2022,7,25.66,16.29,7.43,92.15,14.28
CARIARI,10.22,-83.77,2022,8,26.22,15.27,6.15,89.93,16.29
CARIARI,10.22,-83.77,2022,9,26.33,16.89,10.84,91.01,17.45
CARIARI,10.22,-83.77,2022,10,25.53,16.11,9.1,91.46,16.28
CARIARI,10.22,-83.77,2022,11,25.67,15.34,11.4,92.97,12.68
CARIARI,10.22,-83.77,2022,12,24.12,15.47,3.39,90.88,15.74
CARIARI,10.22,-83.77,2023,1,23.81,14.71,2.61,90.2,15.61
CARIARI,10.22,-83.77,2023,2,25.5,13.53,3.12,88.15,18.16
CARIARI,10.22,-83.77,2023,3,26.88,15.29,4.89,87.55,18.21
CARIARI,10.22,-83.77,2023,4,29.09,14.76,3.41,83.38,20.88
CARIARI,10.22,-83.77,2023,5,28.39,16.99,7.45,85.51,19.06
CARIARI,10.22,-83.77,2023,6,27.36,15.81,9.71,90.52,17.01
CARIARI,10.22,-83.77,2023,7,26.35,16.89,9.46,91.8,13.43
CARIARI,10.22,-83.77,2023,8,27.28,17.24,7.49,90.84,15.41
CARIARI,10.22,-83.77,2023,9,26.95,15.9,5.91,88.68,17.26
CARIARI,10.22,-83.77,2023,10,26.68,17.48,12.31,92.57,15.53
CARIARI,10.22,-83.77,2023,11,26.1,16.67,9.81,93.77,12.8
CARIARI,10.22,-83.77,2023,12,25.7,16.68,4.84,91.62,13.49
CARIARI,10.22,-83.77,2024,1,25.79,15.93,1.09,89.62,15.57
CARIARI,10.22,-83.77,2024,2,26.77,13.93,4.05,87.47,16.05
CARIARI,10.22,-83.77,2024,3,30.59,14.21,2.08,81.79,19.6
CARIARI,10.22,-83.77,2024,4,29.97,14.95,5.72,83.24,19.7
CARIARI,10.22,-83.77,2024,5,29.0,16.76,25.32,87.56,18.2
CARIARI,10.22,-83.77,2024,6,26.71,17.71,25.62,92.91,16.75
CARIARI,10.22,-83.77,2024,7,26.2,16.85,17.4,93.1,12.37
CARIARI,10.22,-83.77,2024,8,26.39,17.28,6.5,90.32,15.3
CARIARI,10.22,-83.77,2024,9,27.05,17.87,13.11,91.03,15.87
CARIARI,10.22,-83.77,2024,10,26.76,17.47,12.39,93.06,15.44
CARIARI,10.22,-83.77,2024,11,25.46,16.24,25.99,94.04,13.24
CARIARI,10.22,-83.77,2024,12,24.69,16.22,7.89,93.15,11.09
CARIARI,10.22,-83.77,2025,1,24.42,14.9,3.95,91.29,14.05
CARIARI,10.22,-83.77,2025,2,26.03,15.61,2.06,88.61,16.71
CARIARI,10.22,-83.77,2025,3,27.44,15.96,2.53,84.79,19.71
CARIARI,10.22,-83.77,2025,4,27.01,16.5,11.42,87.64,16.22
CARIARI,10.22,-83.77,2025,5,26.25,16.62,11.77,92.25,15.52
CARIARI,10.22,-83.77,2025,6,26.53,17.15,16.01,92.72,13.04
